time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
867,0,1,2502.43,2.93,129,37.534425,-122.266288,-4.3,,3
868,0,1,2505.41,2.93,129,37.534433,-122.266256,-4.2,,3
869,0,1,2508.08,2.93,129,37.534443,-122.266226,-4.2,,3
870,0,1,2510.98,2.93,129,37.534454,-122.266196,-4.1,,2
871,0,1,2513.94,2.93,130,37.534466,-122.266168,-4.0,,3
872,0,1,2516.87,2.93,130,37.534479,-122.26614,-3.9,,3
873,0,1,2519.79,2.93,130,37.534493,-122.266113,-3.8,,3
874,0,1,2522.97,2.93,130,37.534508,-122.266087,-3.7,,3
875,0,1,2525.39,2.93,130,37.534522,-122.266062,-3.6,,2
876,0,1,2528.25,2.92,130,37.534537,-122.266036,-3.5,,3
877,0,1,2531.41,2.92,130,37.534552,-122.266011,-3.4,,3
878,0,1,2533.89,2.92,131,37.534569,-122.265986,-3.3,,3
879,0,1,2536.98,2.92,131,37.534586,-122.265961,-3.1,,3
880,0,1,2540.07,2.92,131,37.534604,-122.265937,-3.0,,2
881,0,1,2542.39,2.92,131,37.534623,-122.265913,-2.8,,3
882,0,1,2545.69,2.92,131,37.534642,-122.265889,-2.7,,3
883,0,1,2550.62,2.92,131,37.534661,-122.265867,-2.5,,3
884,0,1,2556.55,2.92,131,37.534681,-122.265845,-2.3,,2
885,0,1,2559.97,2.92,132,37.534701,-122.265824,-2.1,,3
886,0,1,2562.83,2.92,132,37.53472,-122.265803,-1.9,,3
887,0,1,2565.56,2.92,132,37.53474,-122.265783,-1.7,,3
888,0,1,2568.49,2.92,132,37.534759,-122.265762,-1.5,,2
889,0,1,2571.5,2.92,132,37.534779,-122.26574,-1.3,,3
890,0,1,2574.47,2.92,132,37.534798,-122.265718,-1.1,,3
891,0,1,2577.44,2.92,133,37.534817,-122.265693,-0.9,,3
892,0,1,2577.44,2.92,133,37.534834,-122.265668,-0.7,,3
893,0,1,2577.44,2.92,133,37.534847,-122.26564,-0.6,,3
894,0,1,2580.56,2.92,133,37.534856,-122.26561,-0.4,,3
895,0,1,2582.71,2.92,133,37.534857,-122.265578,-0.3,,2
896,0,1,2585.86,2.92,133,37.534854,-122.265545,-0.2,,3
897,0,1,2589.07,2.92,133,37.534845,-122.265512,-0.2,,2
898,0,1,2591.0,2.92,134,37.534834,-122.265481,-0.2,,4
899,0,1,2594.21,2.92,134,37.53482,-122.265451,-0.2,,2
900,0,1,2597.7,2.92,134,37.534805,-122.265422,-0.2,,3
901,0,1,2599.63,2.92,134,37.53479,-122.265393,-0.2,,3
902,0,1,2607.95,2.92,134,37.534777,-122.265364,-0.2,,2
903,0,1,2612.05,2.92,134,37.534764,-122.265336,-0.2,,4
904,0,1,2614.9,2.92,134,37.534751,-122.265307,-0.2,,2
905,0,1,2617.69,2.92,135,37.534738,-122.265278,-0.1,,3
906,0,1,2620.6,2.93,135,37.534725,-122.265249,-0.1,,3
907,0,1,2623.48,2.93,135,37.534711,-122.26522,-0.1,,3
908,0,1,2626.51,2.93,135,37.534697,-122.265191,-0.1,,3
909,0,1,2629.57,2.93,135,37.534683,-122.265162,-0.1,,2
910,0,1,2632.64,2.93,135,37.534668,-122.265133,0.0,,3
911,0,1,2635.72,2.93,135,37.534654,-122.265104,0.0,,3
912,0,1,2638.69,2.93,136,37.53464,-122.265075,0.0,,3
913,0,1,2641.74,2.93,136,37.534625,-122.265045,0.0,,3
914,0,1,2644.77,2.93,136,37.534611,-122.265016,0.1,,2
915,0,1,2647.75,2.93,136,37.534597,-122.264986,0.1,,3
916,0,1,2650.79,2.94,136,37.534584,-122.264957,0.0,,3
917,0,1,2653.76,2.94,136,37.534571,-122.264927,0.0,,3
918,0,1,2656.71,2.94,137,37.534558,-122.264897,-0.1,,2
919,0,1,2659.63,2.94,137,37.534546,-122.264867,-0.1,,4
920,0,1,2662.63,2.94,137,37.534535,-122.264837,-0.1,,2
921,0,1,2665.67,2.94,137,37.534526,-122.264806,-0.1,,3
922,0,1,2668.82,2.94,137,37.534519,-122.264775,-0.2,,3
923,0,1,2668.82,2.94,137,37.534514,-122.264742,-0.2,,3
924,0,1,2668.82,2.95,137,37.53451,-122.264709,-0.1,,2
925,0,1,2672.04,2.95,138,37.534506,-122.264677,-0.1,,3
926,0,1,2674.46,2.95,138,37.534499,-122.264646,-0.1,,3
927,0,1,2677.67,2.95,138,37.53449,-122.264617,-0.2,,3
928,0,1,2680.45,2.95,138,37.53448,-122.264588,-0.2,,2
929,0,1,2683.04,2.95,138,37.534469,-122.26456,-0.2,,4
930,0,1,2685.91,2.95,138,37.534458,-122.264533,-0.2,,2
931,0,1,2688.72,2.95,138,37.534447,-122.264506,-0.3,,3
932,0,1,2691.33,2.95,139,37.534438,-122.264477,-0.3,,3
933,0,1,2694.18,2.94,139,37.534429,-122.264447,-0.3,,3
934,0,1,2697.25,2.94,139,37.534422,-122.264415,-0.3,,2
935,0,1,2699.69,2.94,139,37.534415,-122.264382,-0.3,,3
936,0,1,2702.75,2.94,139,37.534408,-122.264348,-0.3,,3
937,0,1,2706.15,2.94,139,37.534401,-122.264314,-0.3,,3
938,0,1,2708.43,2.94,139,37.534394,-122.26428,-0.3,,3
939,0,1,2711.64,2.94,140,37.534385,-122.264246,-0.3,,5
940,0,1,2715.04,2.94,140,37.534376,-122.264214,-0.3,,5
941,0,1,2717.6,2.94,140,37.534366,-122.264182,-0.3,,3
942,0,1,2720.83,2.94,140,37.534354,-122.26415,-0.3,,3
943,0,1,2723.9,2.94,140,37.534342,-122.264119,-0.4,,3
944,0,1,2726.71,2.94,140,37.53433,-122.264089,-0.4,,2
945,0,1,2730.06,2.94,141,37.534318,-122.264059,-0.5,,3
946,0,1,2733.12,2.94,141,37.534306,-122.264029,-0.6,,3
947,0,1,2735.74,2.94,141,37.534294,-122.263999,-0.6,,3
948,0,1,2738.81,2.94,141,37.534282,-122.263969,-0.7,,2
949,0,1,2741.84,2.94,141,37.53427,-122.263939,-0.7,,4
950,0,1,2744.87,2.94,141,37.534259,-122.263909,-0.7,,2
951,0,1,2747.86,2.94,141,37.534247,-122.263878,-0.8,,3
952,0,1,2751.07,2.94,142,37.534236,-122.263847,-0.8,,3
953,0,1,2753.84,2.94,142,37.534224,-122.263816,-0.9,,2
954,0,1,2756.84,2.94,142,37.534213,-122.263785,-0.9,,3
955,0,1,2760.08,2.94,142,37.534201,-122.263753,-0.9,,3
956,0,1,2762.75,2.94,142,37.53419,-122.263721,-0.9,,3
957,0,1,2765.95,2.94,142,37.534178,-122.263689,-1.0,,3
958,0,1,2769.23,2.94,142,37.534167,-122.263657,-1.0,,2
959,0,1,2771.75,2.94,143,37.534156,-122.263626,-1.0,,3
960,0,1,2775.12,2.94,143,37.534146,-122.263595,-1.0,,3
961,0,1,2778.02,2.94,143,37.534136,-122.263565,-1.1,,3
962,0,1,2780.87,2.94,143,37.534126,-122.263535,-1.1,,3
963,0,1,2783.8,2.94,143,37.534116,-122.263506,-1.1,,2
964,0,1,2786.55,2.94,143,37.534107,-122.263478,-1.1,,3
965,0,1,2789.58,2.94,144,37.534097,-122.26345,-1.2,,3
966,0,1,2792.47,2.94,144,37.534087,-122.263421,-1.2,,2
967,0,1,2795.35,2.94,144,37.534076,-122.263393,-1.2,,4
968,0,1,2797.93,2.94,144,37.534065,-122.263363,-1.2,,2
969,0,1,2800.72,2.94,144,37.534053,-122.263333,-1.3,,3
970,0,1,2803.86,2.94,144,37.534042,-122.263303,-1.3,,3
971,0,1,2806.45,2.94,144,37.534031,-122.263272,-1.3,,6
972,0,1,2809.67,2.93,145,37.53402,-122.26324,-1.2,,6
973,0,1,2812.86,2.93,145,37.53401,-122.263208,-1.2,,2
974,0,1,2815.16,2.93,145,37.534,-122.263177,-1.2,,3
975,0,1,2818.05,2.93,145,37.533991,-122.263145,-1.2,,3
976,0,1,2821.01,2.93,145,37.533982,-122.263114,-1.2,,2
977,0,1,2824.04,2.93,145,37.533974,-122.263082,-1.2,,3
978,0,1,2827.41,2.93,145,37.533966,-122.263051,-1.1,,3
979,0,1,2830.37,2.93,146,37.533959,-122.26302,-1.1,,3
980,0,1,2832.84,2.93,146,37.533952,-122.262988,-1.1,,3
981,0,1,2835.83,2.93,146,37.533946,-122.262957,-1.1,,3
982,0,1,2838.72,2.93,146,37.53394,-122.262925,-1.1,,2
983,0,1,2841.66,2.93,146,37.533934,-122.262894,-1.0,,3
984,0,1,2844.61,2.93,146,37.533928,-122.262862,-1.0,,3
985,0,1,2847.71,2.93,146,37.533922,-122.26283,-1.0,,3
986,0,1,2850.37,2.93,147,37.533916,-122.262798,-1.0,,2
987,0,1,2853.37,2.93,147,37.53391,-122.262767,-0.9,,3
988,0,1,2856.59,2.93,147,37.533902,-122.262735,-0.9,,3
989,0,1,2859.05,2.93,147,37.533895,-122.262703,-0.9,,2
990,0,1,2862.08,2.93,147,37.533886,-122.262671,-0.9,,3
991,0,1,2865.2,2.93,147,37.533878,-122.26264,-0.9,,3
992,0,1,2867.79,2.93,148,37.53387,-122.262609,-0.8,,3
993,0,1,2870.91,2.93,148,37.533862,-122.262578,-0.8,,3
994,0,1,2873.8,2.93,148,37.533855,-122.262548,-0.8,,2
995,0,1,2876.45,2.93,148,37.533847,-122.262517,-0.8,,3
996,0,1,2879.57,2.93,148,37.533839,-122.262487,-0.8,,3
997,0,1,2882.44,2.93,148,37.533829,-122.262456,-0.8,,3
998,0,1,2885.02,2.93,148,37.533819,-122.262425,-0.8,,3
999,0,1,2888.06,2.93,149,37.533808,-122.262395,-0.9,,2
1000,0,1,2891.23,2.93,149,37.533797,-122.262364,-0.9,,3
1001,0,1,2893.65,2.93,149,37.533785,-122.262334,-0.9,,6
1002,0,1,2896.64,2.93,149,37.533774,-122.262303,-1.0,,6
1003,0,1,2899.79,2.93,149,37.533762,-122.262274,-1.0,,3
1004,0,1,2902.62,2.93,149,37.53375,-122.262244,-1.0,,3
1005,0,1,2905.69,2.92,149,37.533738,-122.262214,-1.0,,3
1006,0,1,2908.86,2.93,150,37.533726,-122.262185,-1.0,,2
1007,0,1,2911.48,2.93,150,37.533714,-122.262155,-1.1,,3
1008,0,1,2914.49,2.92,150,37.533703,-122.262125,-1.1,,3
1009,0,1,2917.55,2.93,150,37.533692,-122.262095,-1.1,,3
1010,0,1,2920.21,2.93,150,37.533681,-122.262065,-1.1,,3
1011,0,1,2923.42,2.92,150,37.533671,-122.262034,-1.1,,2
1012,0,1,2926.26,2.92,150,37.533662,-122.262003,-1.1,,3
1013,0,1,2928.98,2.92,151,37.533653,-122.261971,-1.1,,3
1014,0,1,2932.16,2.92,151,37.533646,-122.261938,-1.1,,2
1015,0,1,2935.31,2.92,151,37.533639,-122.261904,-1.1,,4
1016,0,1,2937.81,2.92,151,37.533633,-122.26187,-1.1,,2
1017,0,1,2941.05,2.92,151,37.533628,-122.261834,-1.1,,3
1018,0,1,2944.48,2.92,151,37.533625,-122.261798,-1.0,,2
1019,0,1,2946.96,2.92,152,37.533624,-122.261763,-1.0,,3
1020,0,1,2950.0,2.92,152,37.533624,-122.26173,-1.0,,3
1021,0,1,2953.22,2.93,152,37.533627,-122.261698,-1.0,,2
1022,0,1,2956.16,2.93,152,37.533632,-122.261668,-1.0,,3
1023,0,1,2959.14,2.93,152,37.533638,-122.261638,-1.1,,3
1024,0,1,2962.27,2.93,152,37.533646,-122.261607,-1.1,,3
1025,0,1,2964.75,2.93,152,37.533655,-122.261576,-1.2,,3
1026,0,1,2968.03,2.93,153,37.533666,-122.261546,-1.3,,2
1027,0,1,2971.05,2.93,153,37.533679,-122.261517,-1.4,,3
1028,0,1,2973.13,2.92,153,37.533693,-122.261492,-1.4,,3
1029,0,1,2980.73,2.92,153,37.53371,-122.261467,-1.5,,3
1030,0,1,2984.56,2.92,153,37.533726,-122.261443,-1.5,,3
1031,0,1,2987.4,2.92,153,37.533742,-122.261418,-1.6,,5
1032,0,1,2990.35,2.92,153,37.533757,-122.261392,-1.7,,5
1033,0,1,2993.32,2.92,154,37.533772,-122.261364,-1.7,,4
1034,0,1,2996.19,2.92,154,37.533786,-122.261336,-1.8,,2
1035,0,1,2999.19,2.92,154,37.533799,-122.261307,-1.9,,3
1036,0,1,3002.15,2.92,154,37.533812,-122.261278,-1.9,,3
1037,0,1,3005.17,2.92,154,37.533826,-122.26125,-2.0,,3
1038,0,1,3008.1,2.93,154,37.53384,-122.261224,-2.1,,5
1039,0,1,3010.93,2.93,154,37.533857,-122.261199,-2.1,,5
1040,0,1,3013.89,2.93,155,37.533874,-122.261176,-2.2,,5
1041,0,1,3016.73,2.93,155,37.533893,-122.261154,-2.2,,5
1042,0,1,3019.53,2.93,155,37.533912,-122.261133,-2.3,,4
1043,0,1,3022.29,2.93,155,37.533932,-122.261114,-2.3,,2
1044,0,1,3025.01,2.93,155,37.533953,-122.261095,-2.4,,3
1045,0,1,3027.87,2.93,155,37.533974,-122.261077,-2.4,,6
1046,0,1,3030.66,2.93,156,37.533996,-122.26106,-2.5,,6
1047,0,1,3033.47,2.93,156,37.534017,-122.261044,-2.5,,3
1048,0,1,3036.38,2.93,156,37.534039,-122.261028,-2.5,,2
1049,0,1,3039.09,2.93,156,37.534061,-122.261013,-2.6,,2
1050,0,1,3041.78,2.93,156,37.534084,-122.260998,-2.6,,3
1051,0,1,3044.4,2.93,156,37.534106,-122.260984,-2.6,,3
1052,0,1,3047.21,2.93,156,37.534128,-122.26097,-2.7,,3
1053,0,1,3050.16,2.93,157,37.534151,-122.260956,-2.7,,3
1054,0,1,3052.98,2.93,157,37.534173,-122.260943,-2.7,,3
1055,0,1,3055.86,2.93,157,37.534196,-122.26093,-2.7,,2
1056,0,1,3058.58,2.93,157,37.534219,-122.260918,-2.7,,3
1057,0,1,3061.21,2.93,157,37.534242,-122.260907,-2.7,,3
1058,0,1,3064.02,2.93,157,37.534266,-122.260897,-2.7,,3
1059,0,1,3066.77,2.93,157,37.53429,-122.260887,-2.7,,2
1060,0,1,3069.57,2.93,158,37.534315,-122.260879,-2.7,,3
1061,0,1,3072.3,2.92,158,37.53434,-122.260871,-2.7,,6
1062,0,1,3075.44,2.92,158,37.534365,-122.260864,-2.7,,6
1063,0,1,3078.43,2.92,158,37.53439,-122.260858,-2.7,,3
1064,0,1,3078.43,2.92,158,37.534415,-122.260852,-2.7,,3
1065,0,1,3078.43,2.92,158,37.53444,-122.260847,-2.6,,6
1066,0,1,3081.35,2.92,158,37.534465,-122.260842,-2.6,,6
1067,0,1,3083.78,2.92,159,37.534489,-122.260837,-2.6,,5
1068,0,1,3086.67,2.92,159,37.534513,-122.260833,-2.6,,5
1069,0,1,3089.67,2.92,159,37.534538,-122.260829,-2.6,,4
1070,0,1,3092.31,2.92,159,37.534562,-122.260825,-2.5,,2
1071,0,1,3095.13,2.92,159,37.534587,-122.260823,-2.5,,6
1072,0,1,3098.2,2.92,159,37.534612,-122.260821,-2.5,,6
1073,0,1,3100.57,2.92,160,37.534638,-122.26082,-2.4,,5
1074,0,1,3103.49,2.91,160,37.534664,-122.260819,-2.4,,5
1075,0,1,3106.63,2.91,160,37.53469,-122.260818,-2.4,,6
1076,0,1,3108.81,2.91,160,37.534716,-122.260818,-2.3,,6
1077,0,1,3112.03,2.91,160,37.534742,-122.260817,-2.3,,3
1078,0,1,3114.9,2.91,160,37.534768,-122.260817,-2.3,,2
1079,0,1,3117.44,2.91,160,37.534794,-122.260816,-2.3,,3
1080,0,1,3120.52,2.91,161,37.53482,-122.260816,-2.2,,3
1081,0,1,3125.53,2.91,161,37.534845,-122.260815,-2.2,,2
1082,0,1,3128.75,2.91,161,37.534871,-122.260815,-2.2,,4
1083,0,1,3131.86,2.91,161,37.534896,-122.260815,-2.1,,2
1084,0,1,3132.18,2.91,161,37.534921,-122.260815,-2.1,,3
1085,0,1,3139.41,2.91,161,37.534947,-122.260815,-2.1,,3
1086,0,1,3143.29,2.91,161,37.534972,-122.260814,-2.1,,3
1087,0,1,3145.95,2.91,162,37.534998,-122.260814,-2.0,,2
1088,0,1,3148.62,2.91,162,37.535023,-122.260814,-2.0,,3
1089,0,1,3151.41,2.91,162,37.535049,-122.260814,-2.0,,3
1090,0,1,3154.23,2.91,162,37.535075,-122.260814,-1.9,,3
1091,0,1,3157.19,2.91,162,37.535101,-122.260814,-1.9,,5
1092,0,1,3160.11,2.91,162,37.535127,-122.260815,-1.9,,5
1093,0,1,3163.06,2.91,162,37.535154,-122.260816,-1.8,,3
1094,0,1,3166.02,2.91,163,37.53518,-122.260818,-1.8,,3
1095,0,1,3168.9,2.91,163,37.535207,-122.26082,-1.8,,3
1096,0,1,3171.93,2.91,163,37.535234,-122.260822,-1.7,,5
1097,0,1,3174.83,2.91,163,37.53526,-122.260824,-1.7,,5
1098,0,1,3177.81,2.91,163,37.535288,-122.260827,-1.7,,6
1099,0,1,3180.97,2.91,163,37.535315,-122.26083,-1.6,,6
1100,0,1,3183.85,2.91,164,37.535342,-122.260833,-1.6,,5
1101,0,1,3186.73,2.91,164,37.53537,-122.260836,-1.6,,5
1102,0,1,3189.65,2.91,164,37.535397,-122.260839,-1.5,,4
1103,0,1,3192.77,2.91,164,37.535425,-122.260842,-1.5,,2
1104,0,1,3196.14,2.91,164,37.535452,-122.260845,-1.4,,3
1105,0,1,3199.44,2.91,164,37.535479,-122.260849,-1.4,,3
1106,0,1,3202.55,2.91,164,37.535507,-122.260852,-1.4,,2
1107,0,1,3205.57,2.91,165,37.535534,-122.260856,-1.3,,3
1108,0,1,3208.51,2.91,165,37.535561,-122.26086,-1.3,,3
1109,0,1,3211.59,2.91,165,37.535589,-122.260863,-1.2,,3
1110,0,1,3214.59,2.91,165,37.535618,-122.260866,-1.2,,2
1111,0,1,3217.73,2.91,165,37.535646,-122.260869,-1.1,,3
1112,0,1,3220.85,2.91,165,37.535674,-122.260872,-1.1,,3
1113,0,1,3223.93,2.91,165,37.535703,-122.260875,-1.1,,3
1114,0,1,3227.16,2.91,166,37.535731,-122.260878,-1.0,,2
1115,0,1,3230.39,2.91,166,37.53576,-122.260881,-1.0,,3
1116,0,1,3233.61,2.91,166,37.535788,-122.260884,-0.9,,3
1117,0,1,3236.81,2.91,166,37.535816,-122.260887,-0.9,,3
1118,0,1,3239.86,2.92,166,37.535844,-122.260891,-0.9,,3
1119,0,1,3242.96,2.92,166,37.535872,-122.260894,-0.8,,2
1120,0,1,3245.93,2.92,166,37.535899,-122.260897,-0.8,,3
1121,0,1,3248.94,2.92,167,37.535927,-122.2609,-0.7,,6
1122,0,1,3252.07,2.92,167,37.535954,-122.260903,-0.7,,6
1123,0,1,3255.01,2.92,167,37.53598,-122.260905,-0.7,,3
1124,0,1,3257.99,2.92,167,37.536007,-122.260908,-0.6,,3
1125,0,1,3260.84,2.93,167,37.536033,-122.260911,-0.6,,3
1126,0,1,3263.73,2.93,167,37.536058,-122.260913,-0.6,,2
1127,0,1,3266.63,2.93,168,37.536083,-122.260916,-0.6,,6
1128,0,1,3269.73,2.93,168,37.536108,-122.260918,-0.5,,6
1129,0,1,3269.73,2.93,168,37.536133,-122.26092,-0.5,,5
1130,0,1,3269.73,2.93,168,37.536157,-122.260922,-0.5,,5
1131,0,1,3272.75,2.93,168,37.536181,-122.260924,-0.5,,6
1132,0,1,3275.0,2.93,168,37.536206,-122.260926,-0.4,,6
1133,0,1,3277.91,2.93,168,37.536231,-122.260929,-0.4,,5
1134,0,1,3282.74,2.93,169,37.536256,-122.260931,-0.4,,5
1135,0,1,3288.22,2.93,169,37.536282,-122.260933,-0.4,,5
1136,0,1,3291.49,2.93,169,37.536308,-122.260936,-0.3,,5
1137,0,1,3294.49,2.93,169,37.536335,-122.260938,-0.3,,4
1138,0,1,3297.45,2.92,169,37.536362,-122.26094,-0.3,,2
1139,0,1,3300.67,2.92,169,37.536389,-122.260943,-0.2,,3
1140,0,1,3303.81,2.92,169,37.536416,-122.260945,-0.2,,2
1141,0,1,3303.81,2.92,170,37.536443,-122.260947,-0.2,,4
1142,0,1,3303.81,2.92,170,37.536471,-122.260948,-0.2,,2
1143,0,1,3307.06,2.92,170,37.536498,-122.260949,-0.1,,3
1144,0,1,3309.68,2.92,170,37.536525,-122.26095,-0.1,,3
1145,0,1,3317.77,2.93,170,37.536552,-122.260951,-0.1,,3
1146,0,1,3321.63,2.93,170,37.536579,-122.260951,-0.1,,3
1147,0,1,3324.54,2.93,170,37.536605,-122.260951,-0.1,,2
1148,0,1,3327.53,2.93,171,37.536632,-122.260951,0.0,,3
1149,0,1,3330.52,2.93,171,37.536658,-122.26095,0.0,,3
1150,0,1,3333.46,2.93,171,37.536685,-122.26095,0.0,,3
1151,0,1,3336.32,2.93,171,37.536711,-122.260949,0.0,,5
1152,0,1,3339.22,2.93,171,37.536737,-122.260948,0.1,,5
1153,0,1,3342.08,2.93,171,37.536763,-122.260947,0.1,,6
1154,0,1,3345.04,2.93,172,37.536788,-122.260946,0.1,,6
1155,0,1,3348.04,2.93,172,37.536814,-122.260945,0.2,,6
1156,0,1,3350.84,2.93,172,37.536839,-122.260943,0.2,,6
1157,0,1,3353.65,2.93,172,37.536865,-122.260942,0.2,,2
1158,0,1,3356.37,2.93,172,37.536891,-122.26094,0.2,,3
1159,0,1,3359.03,2.93,172,37.536917,-122.260939,0.3,,6
1160,0,1,3362.03,2.92,172,37.536944,-122.260937,0.3,,6
1161,0,1,3365.17,2.92,173,37.536972,-122.260936,0.3,,2
1162,0,1,3368.27,2.92,173,37.536999,-122.260934,0.4,,3
1163,0,1,3371.28,2.92,173,37.537026,-122.260932,0.4,,6
1164,0,1,3374.02,2.92,173,37.537052,-122.260929,0.4,,6
1165,0,1,3376.92,2.92,173,37.537077,-122.260926,0.4,,6
1166,0,1,3379.88,2.92,173,37.537102,-122.260923,0.5,,6
1167,0,1,3382.86,2.92,173,37.537127,-122.26092,0.5,,2
1168,0,1,3385.64,2.92,174,37.537151,-122.260916,0.5,,3
1169,0,1,3388.19,2.92,174,37.537176,-122.260913,0.6,,3
1170,0,1,3390.98,2.92,174,37.5372,-122.26091,0.6,,2
1171,0,1,3393.79,2.92,174,37.537225,-122.260907,0.6,,3
1172,0,1,3396.42,2.92,174,37.53725,-122.260905,0.6,,3
1173,0,1,3399.17,2.92,174,37.537276,-122.260903,0.7,,3
1174,0,1,3401.94,2.92,174,37.537302,-122.2609,0.7,,3
1175,0,1,3404.93,2.92,175,37.537329,-122.260898,0.7,,2
1176,0,1,3408.02,2.92,175,37.537356,-122.260896,0.8,,3
1177,0,1,3411.05,2.92,175,37.537383,-122.260894,0.8,,3
1178,0,1,3414.26,2.92,175,37.537411,-122.260891,0.8,,3
1179,0,1,3417.38,2.92,175,37.537439,-122.260889,0.9,,3
1180,0,1,3420.5,2.91,175,37.537466,-122.260886,0.9,,2
1181,0,1,3423.5,2.91,176,37.537494,-122.260884,0.9,,3
1182,0,1,3426.73,2.92,176,37.537521,-122.260881,0.9,,3
1183,0,1,3429.71,2.92,176,37.537548,-122.260878,1.0,,3
1184,0,1,3429.71,2.92,176,37.537574,-122.260875,1.0,,3
1185,0,1,3429.71,2.92,176,37.537599,-122.260871,1.0,,2
1186,0,1,3432.46,2.92,176,37.537624,-122.260868,1.0,,3
1187,0,1,3435.38,2.92,176,37.537649,-122.260865,1.0,,3
1188,0,1,3438.09,2.92,177,37.537673,-122.260861,1.0,,2
1189,0,1,3441.08,2.92,177,37.537698,-122.260858,1.0,,3
1190,0,1,3443.91,2.92,177,37.537723,-122.260855,1.0,,3
1191,0,1,3446.71,2.92,177,37.537749,-122.260852,1.0,,3
1192,0,1,3449.79,2.92,177,37.537775,-122.260849,1.0,,3
1193,0,1,3452.21,2.91,177,37.537801,-122.260846,1.0,,2
1194,0,1,3455.39,2.91,177,37.537826,-122.260843,1.0,,3
1195,0,1,3458.61,2.91,178,37.537852,-122.26084,1.0,,6
1196,0,1,3460.65,2.91,178,37.537877,-122.260837,1.0,,6
1197,0,1,3463.52,2.91,178,37.537902,-122.260834,1.0,,2
1198,0,1,3466.39,2.91,178,37.537926,-122.260831,1.0,,3
1199,0,1,3469.37,2.91,178,37.537949,-122.260827,1.0,,3
1200,0,1,3476.55,2.91,178,37.537972,-122.260824,1.0,,3
1201,0,1,3480.19,2.91,178,37.537994,-122.26082,1.0,,3
1202,0,1,3482.91,2.91,179,37.538014,-122.260817,1.0,,2
1203,0,1,3483.72,2.91,179,37.538027,-122.26082,1.0,,3
1204,0,1,3484.92,2.9,179,37.538025,-122.260829,1.0,,1
1205,0,1,3484.92,2.9,179,37.538007,-122.260837,1.0,,3
1206,0,1,3486.09,2.89,179,37.53798,-122.260843,1.0,,3
1207,0,1,3488.99,2.89,179,37.537952,-122.260847,1.0,,3
1208,0,1,3492.18,2.88,180,37.537924,-122.260851,1.0,,3
1209,0,1,3495.24,2.88,180,37.537897,-122.260855,1.0,,3
1210,0,1,3498.33,2.87,180,37.53787,-122.260859,1.0,,2
1211,0,1,3501.42,2.87,180,37.537843,-122.260863,1.0,,3
1212,0,1,3504.34,2.86,180,37.537816,-122.260867,1.0,,3
1213,0,1,3507.31,2.86,180,37.53779,-122.26087,1.0,,2
1214,0,1,3510.21,2.87,180,37.537763,-122.260873,1.0,,4
1215,0,1,3513.14,2.87,181,37.537736,-122.260876,1.0,,2
1216,0,1,3516.13,2.87,181,37.537709,-122.260878,1.0,,3
1217,0,1,3519.11,2.87,181,37.537682,-122.26088,1.0,,3
1218,0,1,3522.23,2.87,181,37.537655,-122.260882,1.0,,3
1219,0,1,3525.41,2.87,181,37.537628,-122.260884,1.0,,2
1220,0,1,3528.54,2.87,181,37.5376,-122.260886,1.0,,3
1221,0,1,3531.57,2.87,181,37.537573,-122.260888,0.9,,3
1222,0,1,3534.48,2.87,182,37.537546,-122.26089,0.9,,3
1223,0,1,3537.43,2.87,182,37.537518,-122.260892,0.9,,3
1224,0,1,3540.41,2.88,182,37.537491,-122.260894,0.9,,3
1225,0,1,3543.46,2.88,182,37.537463,-122.260897,0.9,,2
1226,0,1,3546.57,2.88,182,37.537436,-122.2609,0.8,,3
1227,0,1,3549.61,2.88,182,37.537408,-122.260903,0.8,,3
1228,0,1,3552.68,2.88,182,37.537381,-122.260906,0.8,,3
1229,0,1,3555.75,2.88,183,37.537353,-122.260909,0.7,,3
1230,0,1,3558.89,2.88,183,37.537326,-122.260912,0.7,,2
1231,0,1,3562.03,2.88,183,37.537298,-122.260916,0.7,,3
1232,0,1,3565.06,2.88,183,37.537271,-122.260919,0.7,,3
1233,0,1,3568.03,2.89,183,37.537244,-122.260922,0.6,,3
1234,0,1,3570.92,2.89,183,37.537217,-122.260925,0.6,,3
1235,0,1,3573.88,2.89,184,37.53719,-122.260927,0.6,,2
1236,0,1,3576.95,2.89,184,37.537163,-122.26093,0.5,,3
1237,0,1,3580.08,2.89,184,37.537136,-122.260932,0.5,,3
1238,0,1,3582.94,2.89,184,37.537109,-122.260933,0.5,,3
1239,0,1,3582.94,2.89,184,37.537081,-122.260934,0.4,,2
1240,0,1,3582.94,2.89,184,37.537054,-122.260935,0.4,,3
1241,0,1,3586.08,2.89,184,37.537026,-122.260935,0.4,,3
1242,0,1,3589.04,2.89,185,37.536998,-122.260936,0.3,,3
1243,0,1,3591.98,2.89,185,37.536971,-122.260936,0.3,,3
1244,0,1,3595.06,2.89,185,37.536943,-122.260937,0.3,,3
1245,0,1,3598.32,2.89,185,37.536916,-122.260937,0.3,,2
1246,0,1,3601.34,2.89,185,37.536889,-122.260938,0.2,,4
1247,0,1,3604.49,2.9,185,37.536862,-122.26094,0.2,,2
1248,0,1,3607.35,2.9,185,37.536835,-122.260941,0.2,,3
1249,0,1,3610.33,2.9,186,37.536809,-122.260943,0.1,,3
