time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.74,0.0,0,37.54389,-122.279274,-2.0,,27
1,0,1,2.42,1.68,0,37.543883,-122.279258,-2.1,,0
2,0,1,4.29,1.86,0,37.543873,-122.279243,-2.1,,1
3,0,1,6.22,1.93,0,37.54386,-122.279227,-2.1,,3
4,0,1,8.32,2.11,0,37.543845,-122.279212,-2.1,,3
5,0,1,10.52,2.2,0,37.543827,-122.279197,-2.1,,3
6,0,1,12.84,2.31,0,37.543808,-122.279183,-2.1,,3
7,0,1,15.22,2.39,0,37.543786,-122.279169,-2.1,,6
8,0,1,17.71,2.48,0,37.543764,-122.279155,-2.1,,6
9,0,1,20.28,2.57,1,37.543741,-122.279141,-2.0,,3
10,0,1,22.94,2.66,1,37.543717,-122.279128,-2.0,,3
11,0,1,25.65,2.71,1,37.543692,-122.279114,-2.0,,2
12,0,1,28.42,2.77,1,37.543668,-122.279101,-1.9,,3
13,0,1,31.22,2.81,1,37.543643,-122.279089,-1.9,,3
14,0,1,34.06,2.83,1,37.543619,-122.279076,-1.8,,3
15,0,1,36.88,2.82,1,37.543596,-122.279064,-1.8,,3
16,0,1,39.7,2.82,2,37.543574,-122.279051,-1.7,,3
17,0,1,42.52,2.82,2,37.543552,-122.279039,-1.7,,3
18,0,1,45.33,2.81,2,37.54353,-122.279027,-1.6,,3
19,0,1,48.16,2.83,2,37.543508,-122.279015,-1.6,,2
20,0,1,51.01,2.85,2,37.543485,-122.279003,-1.5,,3
21,0,1,53.87,2.86,2,37.543462,-122.27899,-1.4,,4
22,0,1,56.73,2.86,2,37.543438,-122.278978,-1.4,,2
23,0,1,59.59,2.86,3,37.543414,-122.278965,-1.3,,3
24,0,1,62.45,2.86,3,37.543389,-122.278953,-1.2,,3
25,0,1,65.31,2.86,3,37.543363,-122.27894,-1.1,,6
26,0,1,68.17,2.86,3,37.543338,-122.278928,-1.0,,6
27,0,1,71.03,2.86,3,37.543313,-122.278916,-1.0,,3
28,0,1,73.89,2.86,3,37.543288,-122.278904,-0.9,,3
29,0,1,76.75,2.86,3,37.543264,-122.278893,-0.9,,2
30,0,1,79.61,2.86,4,37.543239,-122.278883,-0.9,,3
31,0,1,82.47,2.86,4,37.543216,-122.278872,-0.8,,3
32,0,1,85.33,2.86,4,37.543192,-122.278863,-0.8,,4
33,0,1,88.19,2.86,4,37.543169,-122.278854,-0.8,,2
34,0,1,91.05,2.86,4,37.543145,-122.278846,-0.7,,3
35,0,1,93.91,2.86,4,37.543121,-122.278839,-0.7,,3
36,0,1,96.77,2.86,5,37.543097,-122.278832,-0.7,,3
37,0,1,99.63,2.86,5,37.543073,-122.278827,-0.6,,6
38,0,1,102.49,2.86,5,37.543049,-122.278822,-0.6,,6
39,0,1,105.35,2.86,5,37.543024,-122.278818,-0.6,,3
40,0,1,108.21,2.86,5,37.543,-122.278814,-0.5,,2
41,0,1,111.06,2.86,5,37.542975,-122.278811,-0.5,,3
42,0,1,113.92,2.86,5,37.54295,-122.278808,-0.5,,3
43,0,1,116.77,2.85,6,37.542924,-122.278805,-0.4,,3
44,0,1,119.63,2.85,6,37.542899,-122.278802,-0.4,,3
45,0,1,122.48,2.85,6,37.542873,-122.2788,-0.4,,3
46,0,1,125.33,2.85,6,37.542848,-122.278798,-0.4,,3
47,0,1,128.18,2.85,6,37.542822,-122.278796,-0.3,,2
48,0,1,131.03,2.85,6,37.542797,-122.278794,-0.3,,3
49,0,1,137.92,2.85,6,37.542771,-122.278792,-0.3,,6
50,0,1,140.84,2.86,7,37.542745,-122.278791,-0.2,,6
51,0,1,143.86,2.86,7,37.542719,-122.27879,-0.2,,3
52,0,1,146.71,2.86,7,37.542694,-122.278789,-0.2,,3
53,0,1,149.51,2.86,7,37.542668,-122.278788,-0.1,,3
54,0,1,152.24,2.86,7,37.542643,-122.278787,-0.1,,2
55,0,1,155.16,2.86,7,37.542617,-122.278787,-0.1,,6
56,0,1,158.05,2.86,7,37.542592,-122.278787,0.0,,6
57,0,1,161.16,2.86,8,37.542567,-122.278787,0.0,,3
58,0,1,164.28,2.86,8,37.542541,-122.278787,0.0,,3
59,0,1,164.28,2.86,8,37.542516,-122.278787,0.1,,3
60,0,1,164.28,2.86,8,37.542492,-122.278787,0.1,,3
61,0,1,167.28,2.86,8,37.542467,-122.278788,0.1,,2
62,0,1,167.28,2.86,8,37.542442,-122.278789,0.1,,4
63,0,1,167.28,2.86,9,37.542417,-122.278789,0.0,,2
64,0,1,170.06,2.86,9,37.542393,-122.27879,0.0,,3
65,0,1,176.7,2.86,9,37.542368,-122.278791,0.0,,3
66,0,1,179.49,2.86,9,37.542344,-122.278792,0.0,,3
67,0,1,182.22,2.86,9,37.542319,-122.278793,0.0,,6
68,0,1,184.48,2.85,9,37.542295,-122.278793,0.0,,6
69,0,1,187.4,2.85,9,37.542271,-122.278794,0.0,,3
70,0,1,190.04,2.85,10,37.542246,-122.278795,-0.1,,2
71,0,1,192.39,2.85,10,37.542222,-122.278796,-0.1,,3
72,0,1,195.27,2.85,10,37.542197,-122.278797,-0.1,,3
73,0,1,198.19,2.85,10,37.542173,-122.278798,-0.1,,3
74,0,1,200.99,2.85,10,37.542148,-122.278798,-0.1,,3
75,0,1,203.78,2.85,10,37.542124,-122.278799,-0.1,,3
76,0,1,206.43,2.85,10,37.542099,-122.2788,-0.1,,2
77,0,1,209.56,2.85,11,37.542075,-122.278801,-0.2,,3
78,0,1,212.33,2.85,11,37.54205,-122.278802,-0.2,,3
79,0,1,215.18,2.85,11,37.542025,-122.278803,-0.2,,3
80,0,1,217.31,2.85,11,37.542001,-122.278804,-0.2,,3
81,0,1,220.1,2.85,11,37.541976,-122.278805,-0.2,,3
82,0,1,222.89,2.85,11,37.541952,-122.278806,-0.2,,2
83,0,1,225.37,2.85,12,37.541927,-122.278807,-0.3,,4
84,0,1,228.14,2.85,12,37.541903,-122.278808,-0.3,,2
85,0,1,230.99,2.85,12,37.541878,-122.278809,-0.3,,3
86,0,1,233.64,2.85,12,37.541854,-122.278811,-0.3,,3
87,0,1,236.44,2.85,12,37.541829,-122.278812,-0.3,,3
88,0,1,239.27,2.85,12,37.541805,-122.278814,-0.3,,2
89,0,1,241.87,2.85,12,37.54178,-122.278815,-0.3,,6
90,0,1,244.71,2.84,13,37.541756,-122.278817,-0.4,,6
91,0,1,247.57,2.84,13,37.541731,-122.278818,-0.4,,3
92,0,1,250.06,2.84,13,37.541707,-122.27882,-0.4,,3
93,0,1,252.67,2.84,13,37.541682,-122.278821,-0.4,,3
94,0,1,255.5,2.84,13,37.541658,-122.278822,-0.4,,2
95,0,1,258.24,2.84,13,37.541633,-122.278822,-0.3,,3
96,0,1,261.05,2.84,13,37.541609,-122.278823,-0.3,,3
97,0,1,263.94,2.84,14,37.541584,-122.278823,-0.2,,3
98,0,1,266.52,2.84,14,37.541559,-122.278823,-0.1,,3
99,0,1,269.21,2.84,14,37.541535,-122.278823,-0.1,,3
100,0,1,272.02,2.84,14,37.54151,-122.278822,0.0,,3
101,0,1,274.65,2.84,14,37.541486,-122.278822,0.1,,2
102,0,1,277.67,2.83,14,37.541461,-122.278821,0.1,,3
103,0,1,280.5,2.83,14,37.541436,-122.278821,0.2,,6
104,0,1,282.79,2.83,15,37.541411,-122.278822,0.3,,6
105,0,1,285.6,2.83,15,37.541385,-122.278823,0.3,,3
106,0,1,288.38,2.83,15,37.54136,-122.278825,0.4,,3
107,0,1,291.12,2.83,15,37.541334,-122.278828,0.5,,2
108,0,1,294.08,2.83,15,37.541308,-122.278831,0.5,,3
109,0,1,296.94,2.83,15,37.541283,-122.278835,0.6,,3
110,0,1,299.45,2.83,16,37.541258,-122.278838,0.7,,3
111,0,1,302.66,2.83,16,37.541233,-122.278841,0.7,,3
112,0,1,305.6,2.83,16,37.541209,-122.278843,0.8,,3
113,0,1,307.79,2.83,16,37.541186,-122.278844,0.9,,3
114,0,1,310.36,2.83,16,37.541162,-122.278844,0.9,,2
115,0,1,312.74,2.83,16,37.541139,-122.278844,1.0,,3
116,0,1,316.03,2.83,16,37.541116,-122.278844,1.0,,3
117,0,1,318.79,2.83,17,37.541091,-122.278843,1.1,,3
118,0,1,321.71,2.83,17,37.541066,-122.278843,1.2,,3
119,0,1,323.56,2.82,17,37.54104,-122.278843,1.2,,3
120,0,1,326.41,2.82,17,37.541014,-122.278844,1.3,,3
121,0,1,329.38,2.82,17,37.540987,-122.278845,1.4,,2
122,0,1,332.22,2.82,17,37.540961,-122.278847,1.4,,3
123,0,1,335.24,2.82,17,37.540934,-122.278849,1.5,,3
124,0,1,338.12,2.82,18,37.540909,-122.278851,1.6,,3
125,0,1,341.13,2.82,18,37.540883,-122.278853,1.6,,3
126,0,1,344.12,2.82,18,37.540858,-122.278854,1.7,,3
127,0,1,346.96,2.82,18,37.540833,-122.278856,1.7,,2
128,0,1,349.68,2.82,18,37.540807,-122.278857,1.7,,4
129,0,1,352.53,2.82,18,37.540781,-122.278857,1.7,,2
130,0,1,355.48,2.82,18,37.540755,-122.278858,1.7,,3
131,0,1,358.19,2.82,19,37.540729,-122.278859,1.6,,3
132,0,1,361.13,2.82,19,37.540703,-122.278859,1.6,,3
133,0,1,364.09,2.82,19,37.540677,-122.278859,1.6,,3
134,0,1,366.91,2.82,19,37.54065,-122.27886,1.6,,2
135,0,1,369.96,2.82,19,37.540624,-122.27886,1.6,,3
136,0,1,372.78,2.82,19,37.540598,-122.278861,1.5,,3
137,0,1,375.54,2.82,20,37.540571,-122.278862,1.5,,3
138,0,1,378.59,2.82,20,37.540545,-122.278862,1.5,,3
139,0,1,381.63,2.82,20,37.540519,-122.278864,1.5,,3
140,0,1,384.07,2.82,20,37.540493,-122.278865,1.4,,3
141,0,1,387.1,2.82,20,37.540466,-122.278867,1.4,,3
142,0,1,390.05,2.82,20,37.540441,-122.278868,1.4,,3
143,0,1,392.92,2.82,20,37.540415,-122.27887,1.4,,2
144,0,1,395.87,2.82,21,37.540389,-122.278872,1.3,,3
145,0,1,398.85,2.82,21,37.540363,-122.278873,1.3,,3
146,0,1,401.64,2.82,21,37.540337,-122.278874,1.3,,3
147,0,1,404.77,2.82,21,37.540312,-122.278874,1.3,,3
148,0,1,407.65,2.82,21,37.540286,-122.278873,1.2,,2
149,0,1,410.17,2.82,21,37.540261,-122.278872,1.2,,4
150,0,1,412.92,2.82,21,37.540235,-122.278871,1.2,,3
151,0,1,415.83,2.82,22,37.54021,-122.278871,1.2,,2
152,0,1,418.83,2.82,22,37.540185,-122.278871,1.2,,3
153,0,1,421.7,2.82,22,37.540161,-122.278873,1.1,,3
154,0,1,424.48,2.82,22,37.540137,-122.278876,1.1,,3
155,0,1,427.19,2.82,22,37.540113,-122.278882,1.1,,3
156,0,1,430.04,2.82,22,37.54009,-122.278889,1.1,,2
157,0,1,432.72,2.82,22,37.540068,-122.278897,1.1,,3
158,0,1,435.31,2.81,23,37.540045,-122.278907,1.0,,3
159,0,1,437.86,2.81,23,37.540022,-122.278917,1.0,,3
160,0,1,440.31,2.81,23,37.54,-122.278927,1.0,,3
161,0,1,443.26,2.81,23,37.539976,-122.278937,1.0,,3
162,0,1,446.09,2.81,23,37.539953,-122.278947,0.9,,2
163,0,1,448.77,2.81,23,37.539929,-122.278956,0.9,,3
164,0,1,451.17,2.81,24,37.539906,-122.278964,0.8,,3
165,0,1,453.77,2.81,24,37.539884,-122.278971,0.8,,3
166,0,1,456.41,2.81,24,37.539862,-122.278978,0.7,,3
167,0,1,459.19,2.81,24,37.539842,-122.278981,0.7,,2
168,0,1,461.26,2.8,24,37.539823,-122.278978,0.7,,3
169,0,1,463.79,2.8,24,37.539804,-122.278966,0.6,,3
170,0,1,466.4,2.8,24,37.539787,-122.278947,0.6,,3
171,0,1,469.26,2.8,25,37.539769,-122.278924,0.6,,3
172,0,1,472.12,2.8,25,37.539752,-122.278897,0.6,,2
173,0,1,473.34,2.79,25,37.539734,-122.278869,0.6,,4
174,0,1,476.09,2.79,25,37.539715,-122.278843,0.6,,2
175,0,1,478.88,2.79,25,37.539695,-122.27882,0.6,,3
176,0,1,481.59,2.79,25,37.539673,-122.278802,0.6,,3
177,0,1,484.5,2.79,25,37.53965,-122.278789,0.5,,3
178,0,1,487.45,2.79,26,37.539626,-122.27878,0.5,,2
179,0,1,490.31,2.79,26,37.539601,-122.278775,0.5,,3
180,0,1,493.14,2.79,26,37.539576,-122.278772,0.5,,3
181,0,1,496.11,2.79,26,37.53955,-122.278771,0.4,,3
182,0,1,498.74,2.79,26,37.539525,-122.278772,0.4,,3
183,0,1,501.49,2.79,26,37.5395,-122.278773,0.4,,3
184,0,1,504.15,2.79,26,37.539475,-122.278775,0.3,,3
185,0,1,506.99,2.79,27,37.539451,-122.278777,0.3,,2
186,0,1,509.86,2.79,27,37.539426,-122.27878,0.3,,3
187,0,1,512.87,2.79,27,37.539402,-122.278784,0.2,,3
188,0,1,515.0,2.79,27,37.539378,-122.278788,0.2,,3
189,0,1,517.82,2.79,27,37.539354,-122.278793,0.1,,3
190,0,1,520.8,2.79,27,37.53933,-122.278798,0.1,,3
191,0,1,523.19,2.79,28,37.539306,-122.278803,0.1,,2
192,0,1,526.02,2.79,28,37.539281,-122.278808,0.0,,3
193,0,1,528.98,2.79,28,37.539257,-122.278814,0.0,,3
194,0,1,531.46,2.79,28,37.539232,-122.27882,-0.1,,3
195,0,1,534.28,2.79,28,37.539207,-122.278826,-0.1,,3
196,0,1,536.71,2.79,28,37.539182,-122.278831,-0.2,,3
197,0,1,539.98,2.79,28,37.539156,-122.278836,-0.2,,3
198,0,1,542.68,2.79,29,37.539131,-122.278842,-0.2,,2
199,0,1,545.41,2.79,29,37.539105,-122.278847,-0.2,,3
200,0,1,548.32,2.79,29,37.53908,-122.278853,-0.3,,3
201,0,1,551.0,2.79,29,37.539055,-122.278859,-0.3,,2
202,0,1,553.82,2.79,29,37.53903,-122.278866,-0.3,,4
203,0,1,556.86,2.79,29,37.539006,-122.278874,-0.3,,2
204,0,1,559.58,2.79,29,37.538982,-122.278883,-0.3,,3
205,0,1,562.17,2.79,30,37.538959,-122.278894,-0.3,,3
206,0,1,565.15,2.79,30,37.538937,-122.278905,-0.4,,3
207,0,1,567.96,2.78,30,37.538914,-122.278917,-0.4,,3
208,0,1,570.6,2.78,30,37.538892,-122.27893,-0.4,,2
209,0,1,573.29,2.78,30,37.53887,-122.278943,-0.4,,3
210,0,1,576.06,2.78,30,37.538848,-122.278957,-0.4,,3
211,0,1,578.84,2.78,30,37.538825,-122.278972,-0.4,,3
212,0,1,581.25,2.78,31,37.538803,-122.278987,-0.4,,3
213,0,1,584.12,2.78,31,37.538781,-122.279003,-0.4,,3
214,0,1,587.1,2.78,31,37.538758,-122.279019,-0.4,,2
215,0,1,589.58,2.78,31,37.538737,-122.279036,-0.4,,1
216,0,1,592.73,2.78,31,37.538715,-122.279054,-0.4,,3
217,0,1,595.7,2.78,31,37.538694,-122.279073,-0.4,,6
218,0,1,598.52,2.78,32,37.538674,-122.279094,-0.4,,6
219,0,1,600.95,2.78,32,37.538655,-122.279115,-0.4,,3
220,0,1,603.45,2.78,32,37.538636,-122.279137,-0.4,,3
221,0,1,606.97,2.78,32,37.538619,-122.27916,-0.3,,3
222,0,1,609.79,2.78,32,37.538602,-122.279184,-0.3,,3
223,0,1,612.96,2.78,32,37.538586,-122.279209,-0.3,,2
224,0,1,615.06,2.78,32,37.538572,-122.279234,-0.2,,3
225,0,1,617.59,2.78,33,37.538558,-122.27926,-0.2,,2
226,0,1,623.15,2.78,33,37.538545,-122.279286,-0.1,,3
227,0,1,628.58,2.78,33,37.538532,-122.279312,-0.1,,4
228,0,1,631.7,2.78,33,37.53852,-122.279338,0.0,,2
229,0,1,634.52,2.78,33,37.538507,-122.279365,0.0,,3
230,0,1,637.36,2.78,33,37.538495,-122.27939,0.1,,3
231,0,1,639.95,2.78,33,37.538482,-122.279416,0.1,,3
232,0,1,642.52,2.78,34,37.538469,-122.279441,0.2,,3
233,0,1,645.25,2.78,34,37.538456,-122.279466,0.2,,2
234,0,1,647.96,2.78,34,37.538443,-122.279491,0.3,,3
235,0,1,650.54,2.78,34,37.538429,-122.279516,0.3,,3
236,0,1,650.54,2.78,34,37.538416,-122.279541,0.3,,3
237,0,1,650.54,2.78,34,37.538402,-122.279567,0.4,,3
238,0,1,653.64,2.78,34,37.538389,-122.279593,0.4,,3
239,0,1,655.74,2.77,35,37.538376,-122.279619,0.5,,2
240,0,1,658.63,2.77,35,37.538362,-122.279646,0.5,,3
241,0,1,661.57,2.77,35,37.538349,-122.279673,0.6,,3
242,0,1,664.33,2.77,35,37.538337,-122.2797,0.6,,2
243,0,1,667.16,2.77,35,37.538324,-122.279727,0.7,,3
244,0,1,669.99,2.77,35,37.538311,-122.279755,0.7,,3
245,0,1,672.9,2.77,36,37.538299,-122.279782,0.7,,3
246,0,1,675.63,2.77,36,37.538287,-122.279809,0.7,,3
247,0,1,678.21,2.77,36,37.538276,-122.279837,0.8,,2
248,0,1,681.23,2.77,36,37.538264,-122.279864,0.8,,3
249,0,1,683.97,2.77,36,37.538253,-122.279891,0.8,,3
250,0,1,686.66,2.77,36,37.538242,-122.279917,0.9,,3
251,0,1,689.23,2.77,36,37.538232,-122.279944,0.9,,3
252,0,1,691.9,2.77,37,37.538222,-122.27997,1.0,,3
253,0,1,694.52,2.77,37,37.538212,-122.279995,1.0,,3
254,0,1,697.15,2.77,37,37.538201,-122.28002,1.0,,3
255,0,1,699.58,2.77,37,37.53819,-122.280045,1.0,,2
256,0,1,702.23,2.77,37,37.538178,-122.28007,1.0,,3
257,0,1,704.74,2.77,37,37.538165,-122.280094,1.0,,3
258,0,1,707.49,2.77,37,37.53815,-122.280117,1.0,,3
259,0,1,710.27,2.77,38,37.538133,-122.280141,1.0,,5
260,0,1,712.81,2.77,38,37.538114,-122.280164,0.9,,5
261,0,1,715.68,2.77,38,37.538094,-122.280186,0.9,,3
262,0,1,718.84,2.77,38,37.538073,-122.280208,0.9,,3
263,0,1,721.45,2.77,38,37.538051,-122.280229,0.9,,3
264,0,1,724.64,2.77,38,37.538029,-122.28025,0.9,,3
265,0,1,727.8,2.77,38,37.538006,-122.280269,0.9,,2
266,0,1,730.61,2.77,39,37.537984,-122.280288,0.9,,3
267,0,1,733.54,2.77,39,37.537961,-122.280306,0.8,,3
268,0,1,736.41,2.77,39,37.537939,-122.280324,0.8,,3
269,0,1,739.49,2.77,39,37.537917,-122.280342,0.8,,3
270,0,1,742.5,2.77,39,37.537896,-122.280359,0.8,,2
271,0,1,745.48,2.77,39,37.537875,-122.280377,0.8,,3
272,0,1,748.04,2.77,40,37.537855,-122.280395,0.7,,3
273,0,1,751.04,2.77,40,37.537835,-122.280414,0.7,,3
274,0,1,753.93,2.77,40,37.537816,-122.280433,0.7,,3
275,0,1,756.64,2.77,40,37.537797,-122.280452,0.7,,3
276,0,1,759.51,2.77,40,37.537777,-122.280471,0.6,,2
277,0,1,762.31,2.77,40,37.537757,-122.280489,0.6,,6
278,0,1,764.9,2.77,40,37.537737,-122.280507,0.6,,6
279,0,1,767.57,2.77,41,37.537715,-122.280523,0.5,,3
280,0,1,770.39,2.77,41,37.537692,-122.280538,0.5,,3
281,0,1,773.18,2.77,41,37.537668,-122.280552,0.5,,3
282,0,1,776.49,2.77,41,37.537643,-122.280563,0.4,,2
283,0,1,779.38,2.77,41,37.537618,-122.280573,0.4,,3
284,0,1,781.75,2.77,41,37.537592,-122.280581,0.4,,3
285,0,1,784.59,2.77,41,37.537567,-122.280587,0.4,,3
286,0,1,787.44,2.77,42,37.537541,-122.28059,0.3,,3
287,0,1,790.43,2.77,42,37.537517,-122.28059,0.3,,3
288,0,1,793.21,2.77,42,37.537493,-122.280588,0.3,,3
289,0,1,795.87,2.77,42,37.537469,-122.280584,0.3,,3
290,0,1,798.77,2.77,42,37.537446,-122.280578,0.2,,2
291,0,1,801.54,2.77,42,37.537423,-122.280571,0.2,,3
292,0,1,804.12,2.77,42,37.537401,-122.280562,0.2,,3
293,0,1,806.46,2.77,43,37.537379,-122.280553,0.2,,3
294,0,1,813.43,2.77,43,37.537357,-122.280543,0.2,,2
295,0,1,816.96,2.77,43,37.537336,-122.280533,0.2,,3
296,0,1,819.55,2.77,43,37.537314,-122.280522,0.2,,3
297,0,1,822.19,2.76,43,37.537291,-122.280513,0.1,,3
298,0,1,824.82,2.76,43,37.537268,-122.280504,0.1,,3
299,0,1,827.42,2.76,44,37.537244,-122.280495,0.1,,3
300,0,1,830.31,2.76,44,37.53722,-122.280486,0.1,,2
301,0,1,833.11,2.76,44,37.537196,-122.280475,0.1,,3
302,0,1,835.93,2.76,44,37.537173,-122.280462,0.1,,3
303,0,1,838.76,2.76,44,37.537152,-122.280445,0.0,,3
304,0,1,841.49,2.76,44,37.537135,-122.280424,0.1,,3
305,0,1,844.34,2.76,44,37.537121,-122.280399,0.1,,2
306,0,1,847.1,2.76,45,37.537111,-122.280371,0.1,,3
307,0,1,849.79,2.76,45,37.537105,-122.280341,0.1,,6
308,0,1,852.31,2.76,45,37.537104,-122.28031,0.2,,6
309,0,1,854.85,2.76,45,37.537106,-122.280279,0.2,,3
310,0,1,857.58,2.76,45,37.537112,-122.280249,0.2,,2
311,0,1,860.38,2.76,45,37.53712,-122.28022,0.3,,4
312,0,1,863.24,2.75,45,37.53713,-122.280192,0.3,,2
313,0,1,865.99,2.75,46,37.537143,-122.280165,0.4,,3
314,0,1,868.67,2.75,46,37.537157,-122.280139,0.4,,3
315,0,1,871.29,2.75,46,37.537174,-122.280115,0.5,,3
316,0,1,873.95,2.75,46,37.53719,-122.28009,0.5,,3
317,0,1,876.77,2.75,46,37.537206,-122.280065,0.6,,3
318,0,1,879.68,2.75,46,37.537219,-122.280037,0.6,,2
319,0,1,882.65,2.75,46,37.537228,-122.280005,0.7,,3
320,0,1,885.65,2.75,47,37.537234,-122.279972,0.6,,3
321,0,1,888.66,2.75,47,37.537236,-122.279938,0.5,,3
322,0,1,891.63,2.75,47,37.537236,-122.279905,0.4,,3
323,0,1,894.57,2.75,47,37.537233,-122.279872,0.4,,2
324,0,1,897.53,2.76,47,37.53723,-122.27984,0.3,,3
325,0,1,900.43,2.76,47,37.537225,-122.279807,0.2,,6
326,0,1,903.35,2.76,48,37.537221,-122.279774,0.1,,6
327,0,1,906.28,2.76,48,37.537215,-122.279741,0.0,,6
328,0,1,909.25,2.76,48,37.537207,-122.279708,0.0,,6
329,0,1,912.29,2.76,48,37.537196,-122.279677,-0.1,,3
330,0,1,915.66,2.76,48,37.537181,-122.279647,-0.2,,2
331,0,1,918.97,2.77,48,37.537164,-122.27962,-0.2,,3
332,0,1,918.97,2.77,48,37.537144,-122.279595,-0.3,,3
333,0,1,918.97,2.77,49,37.537122,-122.279573,-0.3,,3
334,0,1,922.11,2.77,49,37.537098,-122.279555,-0.3,,3
335,0,1,924.64,2.78,49,37.537073,-122.279541,-0.3,,3
336,0,1,927.73,2.78,49,37.537048,-122.27953,-0.3,,3
337,0,1,933.27,2.78,49,37.537021,-122.279523,-0.3,,5
338,0,1,939.27,2.79,49,37.536994,-122.279519,-0.3,,5
339,0,1,942.71,2.79,49,37.536967,-122.279517,-0.3,,3
340,0,1,945.79,2.79,50,37.536939,-122.279517,-0.2,,3
341,0,1,949.0,2.8,50,37.536912,-122.279519,-0.2,,2
342,0,1,952.15,2.8,50,37.536884,-122.279523,-0.2,,4
343,0,1,955.26,2.8,50,37.536857,-122.279528,-0.2,,3
344,0,1,958.22,2.8,50,37.53683,-122.279534,-0.1,,2
345,0,1,961.2,2.81,50,37.536803,-122.27954,-0.1,,3
346,0,1,964.17,2.81,50,37.536776,-122.279547,-0.1,,3
347,0,1,967.21,2.81,51,37.536749,-122.279555,-0.1,,3
348,0,1,970.35,2.81,51,37.536722,-122.279563,0.0,,3
349,0,1,973.46,2.81,51,37.536696,-122.27957,0.0,,2
350,0,1,976.46,2.81,51,37.536669,-122.279577,0.0,,3
351,0,1,979.29,2.82,51,37.536643,-122.279582,0.0,,3
352,0,1,982.2,2.82,51,37.536617,-122.279584,0.1,,3
353,0,1,985.17,2.82,52,37.536591,-122.279583,0.1,,3
354,0,1,988.12,2.82,52,37.536565,-122.27958,0.2,,3
355,0,1,991.03,2.82,52,37.536538,-122.279575,0.2,,3
356,0,1,993.89,2.83,52,37.536511,-122.279568,0.3,,2
357,0,1,996.87,2.83,52,37.536484,-122.279561,0.3,,3
358,0,1,999.93,2.83,52,37.536457,-122.279554,0.4,,3
359,0,1,1003.08,2.83,52,37.53643,-122.279547,0.4,,3
360,0,1,1006.21,2.84,53,37.536403,-122.279541,0.5,,3
361,0,1,1009.33,2.84,53,37.536377,-122.279536,0.5,,3
362,0,1,1009.33,2.85,53,37.53635,-122.279532,0.6,,2
363,0,1,1009.33,2.85,53,37.536323,-122.27953,0.6,,4
364,0,1,1012.46,2.85,53,37.536297,-122.279528,0.7,,2
365,0,1,1015.08,2.85,53,37.536269,-122.279528,0.7,,3
366,0,1,1018.4,2.86,53,37.536242,-122.279529,0.8,,3
367,0,1,1021.53,2.86,54,37.536215,-122.27953,0.8,,2
368,0,1,1024.11,2.86,54,37.536188,-122.279532,0.9,,3
369,0,1,1027.14,2.86,54,37.536162,-122.279534,0.9,,3
370,0,1,1030.14,2.86,54,37.536135,-122.279537,1.0,,3
371,0,1,1033.1,2.86,54,37.536109,-122.279538,1.0,,3
372,0,1,1036.29,2.86,54,37.536084,-122.279536,1.1,,3
373,0,1,1039.61,2.86,54,37.536059,-122.279528,1.1,,3
374,0,1,1041.65,2.86,55,37.536035,-122.279515,1.2,,2
375,0,1,1044.82,2.86,55,37.536011,-122.279496,1.3,,3
376,0,1,1048.15,2.86,55,37.535988,-122.279476,1.3,,4
377,0,1,1050.55,2.86,55,37.535964,-122.279454,1.4,,2
378,0,1,1053.7,2.86,55,37.53594,-122.279433,1.5,,3
379,0,1,1057.04,2.86,55,37.535917,-122.279411,1.5,,3
380,0,1,1059.99,2.87,56,37.535893,-122.27939,1.6,,3
381,0,1,1063.26,2.87,56,37.535869,-122.279369,1.7,,3
382,0,1,1066.56,2.87,56,37.535846,-122.279348,1.8,,3
383,0,1,1069.56,2.87,56,37.535822,-122.279327,1.8,,2
384,0,1,1072.56,2.87,56,37.535799,-122.279307,1.8,,4
385,0,1,1075.32,2.87,56,37.535777,-122.279287,1.8,,2
386,0,1,1079.02,2.88,56,37.535754,-122.279267,1.8,,3
387,0,1,1082.1,2.88,57,37.535732,-122.279247,1.8,,6
388,0,1,1085.08,2.88,57,37.535709,-122.279227,1.8,,6
389,0,1,1088.06,2.88,57,37.535687,-122.279207,1.8,,3
390,0,1,1091.14,2.88,57,37.535665,-122.279186,1.8,,2
391,0,1,1094.34,2.88,57,37.535642,-122.279164,1.8,,4
392,0,1,1097.42,2.88,57,37.53562,-122.279142,1.8,,3
393,0,1,1100.54,2.88,57,37.535597,-122.279119,1.8,,2
394,0,1,1103.73,2.88,58,37.535575,-122.279095,1.8,,3
395,0,1,1107.02,2.89,58,37.535552,-122.279071,1.8,,3
396,0,1,1110.26,2.89,58,37.53553,-122.279048,1.8,,3
397,0,1,1113.4,2.89,58,37.535507,-122.279024,1.8,,5
398,0,1,1116.76,2.89,58,37.535485,-122.279,1.8,,5
399,0,1,1120.04,2.9,58,37.535462,-122.278976,1.8,,3
400,0,1,1123.51,2.9,58,37.53544,-122.278953,1.8,,3
401,0,1,1126.61,2.9,59,37.535417,-122.27893,1.8,,3
402,0,1,1129.75,2.91,59,37.535395,-122.278907,1.8,,3
403,0,1,1132.82,2.91,59,37.535373,-122.278886,1.8,,2
404,0,1,1136.27,2.91,59,37.535351,-122.278865,1.8,,4
